POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
261	257	+	195
262	258	-	195
263	259	+	197
264	260	-	195
265	261	-	195
266	262	-	195
267	263	+	195
268	265	+	195
269	1010	-	27
270	266	-	195
271	267	+	195
272	268	-	199
273	269	+	195
274	270	-	195
275	271	-	195
276	814	-	195
277	815	+	195
278	816	-	197
279	272	-	195
280	273	+	195
281	274	+	171
282	275	+	171
283	276	+	173
284	277	+	195
285	278	+	199
286	279	-	197
287	280	+	195
288	281	+	195
289	282	+	195
290	283	-	199
291	284	+	199
292	285	-	199
293	286	+	197
294	287	-	181
295	288	+	181
296	289	+	195
297	290	+	171
298	291	+	173
299	292	-	195
300	293	+	195
301	294	+	195
302	295	-	195
303	296	+	197
304	297	+	197
305	298	-	173
306	299	-	195
307	300	-	195
308	301	+	195
309	302	-	195
310	303	+	199
311	304	+	199
312	305	+	209
313	306	+	207
314	307	-	207
315	305	+	211
316	306	+	209
317	307	-	209
318	308	-	197
319	309	+	195
320	310	-	195
321	311	-	195
322	312	-	195
323	313	-	195
324	314	+	175
325	315	+	197
326	316	+	195
327	317	+	195
328	318	-	195
329	319	+	195
330	320	-	195
331	321	+	195
332	322	-	195
333	323	-	195
334	324	+	195
335	325	+	187
336	326	-	187
337	327	+	187
338	328	-	195
339	329	+	195
340	330	-	195
341	331	+	195
342	332	+	199
343	333	-	195
344	334	+	195
345	335	+	195
346	336	+	195
347	337	+	195
348	338	+	195
349	339	-	203
350	340	-	203
351	341	-	203
352	342	+	225
353	343	+	225
354	344	+	225
355	345	+	225
356	342	+	227
357	343	+	227
358	344	+	227
359	345	+	227
360	346	-	195
361	347	+	195
362	348	-	195
363	349	+	195
364	350	+	195
365	351	+	195
366	352	+	195
367	353	+	195
368	354	+	195
369	355	+	195
370	356	-	195
371	357	-	209
372	358	-	195
373	359	-	199
374	360	-	195
375	361	-	195
376	362	+	195
377	363	-	195
378	368	+	195
379	369	+	195
380	370	-	195
381	371	-	195
382	372	-	195
383	373	-	193
384	374	-	193
385	375	-	195
386	376	+	195
387	377	-	195
388	378	-	195
389	379	-	195
390	380	-	197
391	381	+	195
392	382	-	195
393	383	+	195
394	384	-	195
395	385	+	195
396	386	+	197
397	98	-	213
398	387	-	195
399	388	+	195
400	390	-	195
401	391	-	195
402	392	+	195
403	393	-	195
404	394	-	195
405	395	+	195
406	396	-	223
407	397	+	223
408	398	+	201
409	398	+	203
410	399	-	167
411	400	-	167
412	401	-	167
413	402	+	195
414	403	-	197
415	404	+	171
416	405	+	211
417	406	-	195
418	407	-	195
419	408	+	195
420	409	-	195
421	410	+	195
422	411	+	195
423	412	+	195
424	413	-	223
425	414	+	221
426	415	-	225
427	416	+	195
428	417	+	195
429	418	-	195
430	419	+	195
431	420	-	195
432	421	+	195
433	422	+	201
434	423	-	215
435	424	-	209
436	425	-	209
437	431	+	193
438	432	-	195
439	433	-	193
440	434	+	193
441	435	-	205
442	436	-	207
443	437	+	195
444	438	+	195
445	439	+	221
446	440	-	221
447	441	+	221
448	442	+	221
449	443	+	195
450	444	+	195
451	445	-	195
452	446	-	169
453	447	+	185
454	448	-	185
455	449	-	189
456	450	+	195
457	451	-	187
458	452	+	195
459	453	-	195
460	454	+	195
461	455	-	195
462	456	-	195
463	457	-	197
464	458	+	195
465	459	-	195
466	460	-	195
467	461	-	195
468	462	-	195
469	463	-	195
470	464	+	195
471	465	-	195
472	466	-	195
473	467	+	195
474	468	-	195
475	469	-	195
476	470	-	195
477	601	+	195
478	472	+	197
479	473	+	195
480	474	-	195
481	475	+	195
482	476	+	195
483	477	+	195
484	478	-	195
485	479	+	195
486	480	+	195
487	481	+	195
488	482	-	197
489	483	-	187
490	484	+	195
491	485	-	195
492	486	-	195
493	487	+	193
494	488	+	189
495	489	+	195
496	490	-	195
497	491	-	195
498	492	+	195
499	493	+	195
500	494	+	195
501	496	-	195
502	495	+	195
503	497	-	195
504	498	+	195
505	499	-	195
506	500	+	195
507	658	-	209
508	501	+	195
509	502	+	195
510	503	+	195
511	504	+	195
512	505	+	195
513	506	-	195
514	507	-	197
515	508	-	197
516	509	+	197
517	510	+	195
518	511	-	195
519	512	-	195
520	513	+	195
521	514	+	195
522	515	+	213
523	516	-	189
524	517	+	173
525	518	-	197
526	519	-	195
527	520	+	193
528	521	+	197
529	522	-	199
530	523	+	199
531	524	-	199
532	525	+	195
533	526	-	195
534	527	+	195
535	528	-	195
536	529	+	195
537	530	-	225
538	531	-	195
539	532	+	199
540	533	+	199
541	534	-	195
542	535	+	195
543	536	-	195
544	537	+	195
545	538	-	195
546	542	-	195
547	543	+	195
548	544	+	195
549	545	+	195
550	546	-	195
551	547	-	195
552	548	+	195
553	549	-	195
554	550	+	191
555	551	+	189
556	552	+	119
557	553	+	195
558	554	+	195
559	555	+	195
560	556	-	195
561	557	+	169
562	558	-	197
563	559	+	197
564	560	+	197
565	561	-	195
566	562	+	195
567	563	-	195
568	564	-	197
569	565	-	197
570	566	-	197
571	567	-	195
572	568	-	195
573	569	-	195
574	570	-	195
575	571	+	195
576	572	-	195
577	573	+	195
578	574	-	195
579	575	+	195
580	576	+	195
581	577	-	195
582	578	-	195
583	579	-	193
584	580	+	197
585	581	+	195
586	582	-	177
587	583	-	183
588	584	+	195
589	585	+	187
590	586	+	209
591	587	-	209
592	588	-	195
593	589	-	195
594	590	-	195
595	591	+	195
596	592	+	195
597	593	-	195
598	594	-	195
599	595	+	195
600	596	+	195
601	597	+	195
602	598	-	195
603	599	+	225
604	1019	+	21
605	600	+	219
606	602	+	197
607	605	-	195
608	606	-	197
609	607	-	195
610	608	-	195
611	609	+	195
612	610	+	195
613	611	-	195
614	612	-	195
615	613	+	195
616	614	+	269
617	615	+	267
618	616	+	261
619	617	+	269
620	618	-	267
621	619	-	197
622	620	-	195
623	621	+	197
624	622	+	199
625	624	+	195
626	625	+	195
627	626	+	171
628	627	-	195
629	628	+	207
630	629	+	195
631	630	-	195
632	631	-	195
633	632	-	195
634	633	-	195
635	634	-	195
636	635	-	195
637	636	+	195
638	637	+	219
639	638	+	217
640	639	+	193
641	640	-	193
642	641	+	195
643	642	-	195
644	643	-	195
645	644	+	195
646	645	-	199
647	646	-	197
648	647	-	197
649	648	+	195
650	649	-	195
651	650	+	195
652	651	+	195
653	652	+	195
654	653	+	197
655	654	-	193
656	655	+	195
657	656	-	195
658	657	-	195
659	658	-	211
660	659	+	195
661	660	+	195
662	661	-	195
663	662	-	195
664	663	+	197
665	664	+	197
666	665	+	197
667	264	-	197
668	666	-	197
669	667	+	195
670	668	+	195
671	669	+	191
672	670	-	191
673	671	-	191
674	672	+	195
675	673	-	195
676	674	+	197
677	675	-	167
678	676	-	167
679	677	+	167
680	678	+	167
681	679	+	195
682	680	+	195
683	681	+	189
684	682	+	189
685	683	+	187
686	684	-	193
687	685	-	195
688	686	-	195
689	687	+	195
690	688	+	195
691	689	+	195
692	690	-	195
693	691	+	197
694	692	+	193
695	693	-	193
696	694	-	195
697	695	-	193
698	696	+	195
699	697	+	195
700	698	-	195
701	699	-	195
702	700	+	195
703	701	-	195
704	702	+	195
705	703	+	195
706	704	+	195
707	705	-	191
708	706	+	199
709	707	+	195
710	708	+	195
711	709	-	195
712	710	-	195
713	711	+	195
714	712	+	195
715	713	+	171
716	714	-	171
717	715	-	195
718	716	+	195
719	717	-	195
720	718	-	195
721	719	-	195
722	720	-	197
723	721	-	195
724	722	-	195
725	723	+	195
726	724	-	195
727	725	+	195
728	726	+	197
729	728	-	197
730	729	+	197
731	730	+	171
732	732	+	195
733	733	-	195
734	734	+	195
735	735	-	181
736	736	-	159
737	737	+	173
738	738	-	205
739	739	+	205
740	740	+	203
741	741	-	173
742	742	-	203
743	743	+	199
744	744	+	195
745	745	-	195
746	746	-	197
747	747	-	197
748	748	-	195
749	749	+	195
750	755	-	195
751	756	+	199
752	757	-	195
753	758	-	221
754	759	+	221
755	760	+	195
756	761	+	195
757	762	-	195
758	764	+	197
759	765	-	191
760	766	+	195
761	767	+	195
762	770	-	205
763	769	+	195
764	768	+	195
765	771	+	205
766	772	+	205
767	773	+	207
768	774	+	195
769	775	-	195
770	776	-	187
771	777	+	187
772	778	-	187
773	779	+	199
774	780	-	195
775	781	+	195
776	782	+	197
777	783	-	197
778	784	+	127
779	785	+	127
780	786	+	195
781	787	-	195
782	788	+	195
783	789	+	195
784	790	-	187
785	791	+	195
786	792	+	195
787	793	-	195
788	794	-	195
789	795	-	195
790	798	-	193
791	799	+	189
792	800	+	189
793	801	+	187
794	802	+	195
795	803	-	195
796	804	-	195
797	805	+	195
798	806	+	195
799	807	+	199
800	808	-	205
801	809	+	213
802	810	-	205
803	811	+	135
804	812	-	135
805	813	-	205
806	817	+	197
807	818	+	195
808	819	+	211
809	820	+	211
810	819	+	213
811	820	+	213
812	821	-	195
813	822	+	195
814	823	-	191
815	824	+	191
816	825	-	191
817	826	-	191
818	827	+	191
819	828	-	191
820	829	+	195
821	830	+	195
822	831	-	191
823	832	+	191
824	833	+	195
825	834	+	189
826	835	-	187
827	836	+	225
828	837	+	197
829	838	-	195
830	839	+	195
831	840	-	195
832	841	-	195
833	842	+	195
834	843	+	195
835	844	+	195
836	845	-	193
837	846	-	129
838	847	-	197
839	848	-	195
840	849	-	197
841	850	-	195
842	851	+	195
843	852	+	195
844	853	+	195
845	854	-	195
846	855	-	197
847	856	-	199
848	857	-	197
849	858	+	197
850	859	+	195
851	860	+	195
852	861	+	195
853	862	-	195
854	863	+	197
855	864	+	193
856	865	+	195
857	866	+	195
858	867	+	181
859	868	-	193
860	869	+	195
861	870	+	193
862	871	+	195
863	389	-	195
864	872	+	209
865	873	-	209
866	872	+	211
867	873	-	211
868	874	+	205
869	875	-	195
870	876	+	195
871	877	-	195
872	878	+	195
873	879	-	195
874	880	+	195
875	881	-	197
876	882	-	195
877	883	-	197
878	884	-	197
879	885	-	197
880	886	-	177
881	887	-	195
882	1035	-	19
883	888	+	201
884	889	+	195
885	890	-	195
886	891	+	195
887	892	+	221
888	893	-	195
889	894	-	193
890	895	+	195
891	896	-	225
892	897	-	211
893	898	+	195
894	899	+	195
895	900	+	195
896	901	-	197
897	902	-	197
898	903	+	197
899	904	-	193
900	905	-	195
901	906	+	197
902	907	+	197
903	908	-	243
904	909	+	243
905	910	+	195
906	911	+	195
907	912	+	195
908	913	-	195
909	914	+	195
910	915	-	195
911	916	-	195
912	917	+	195
913	918	-	195
914	919	-	195
915	920	-	195
916	921	-	195
917	922	+	197
918	923	+	195
919	924	-	195
920	925	+	195
921	926	+	205
922	927	-	205
923	928	+	205
924	929	+	207
925	930	-	217
926	931	-	215
927	932	+	215
928	933	-	205
929	934	+	205
930	935	-	211
931	936	+	207
932	937	+	195
933	938	-	197
934	939	-	197
935	940	-	197
936	941	-	197
937	942	-	201
938	943	+	201
939	944	-	197
940	945	+	189
941	946	-	189
942	947	-	195
943	948	-	193
944	949	-	193
945	950	+	195
946	951	+	195
947	952	-	195
948	953	+	195
949	954	+	195
950	955	-	195
951	956	-	195
952	959	-	195
953	958	-	195
954	957	-	195
955	960	+	197
956	961	+	195
957	962	-	191
958	963	-	191
959	964	+	195
960	965	+	195
961	966	+	195
962	967	-	195
963	968	-	195
964	969	+	207
965	970	+	195
966	971	+	195
967	972	-	197
968	973	-	195
969	974	+	199
970	975	-	199
971	976	-	195
972	977	+	211
973	978	-	211
974	979	-	117
975	980	-	117
976	981	+	195
977	982	+	195
978	983	+	125
979	984	+	125
980	985	-	195
981	986	-	149
982	987	+	195
983	988	+	221
984	989	-	255
985	990	-	229
986	991	+	225
987	992	-	195
988	993	+	195
989	994	+	195
990	995	+	195
991	996	-	195
992	997	-	195
993	998	+	195
994	999	-	195
995	1000	-	193
