POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
149	144	-	293
150	144	-	295
151	1184	+	195
152	142	-	243
153	141	-	239
154	171	+	281
155	213	-	205
156	219	+	251
157	611	-	179
158	1760	+	47
159	202	-	229
160	201	+	215
161	2250	+	29
162	200	+	177
163	199	-	241
164	198	-	253
165	1908	-	57
166	1419	+	105
167	1592	+	59
168	196	+	231
169	695	+	229
170	195	+	243
171	192	-	315
172	191	+	237
173	190	+	243
174	189	-	275
175	163	-	427
176	163	-	429
177	165	-	197
178	166	+	217
179	166	+	219
180	187	-	229
181	119	+	225
182	121	-	233
183	127	+	231
184	368	+	227
185	507	+	243
186	508	-	249
187	509	-	185
188	812	+	293
189	2429	+	27
190	525	+	253
191	233	+	367
192	233	+	369
193	3026	-	13
194	779	+	353
195	1177	+	167
196	228	+	241
197	244	+	163
198	244	+	165
199	961	-	221
200	960	+	233
201	2313	-	29
202	248	-	245
203	251	+	235
204	258	+	221
205	259	+	239
206	1166	-	207
207	263	+	241
208	262	-	265
209	260	+	233
210	267	+	153
211	239	+	247
212	879	+	245
213	938	-	183
214	1650	-	57
215	937	+	149
216	895	-	231
217	894	-	215
218	2555	-	27
219	238	+	335
220	237	-	251
221	241	+	201
222	240	+	213
223	268	-	237
224	1015	+	193
225	269	+	283
226	227	-	225
227	226	-	233
228	225	-	239
229	224	+	236
230	223	-	239
231	1544	-	61
232	126	+	239
233	1176	-	179
234	125	-	219
235	124	-	219
236	123	+	249
237	1737	-	59
238	1788	+	55
239	4048	-	1
240	3922	+	1
241	367	+	227
242	365	+	259
243	310	+	251
244	311	-	219
245	399	-	383
246	282	-	209
247	1237	-	139
248	281	-	195
249	280	-	239
250	279	-	237
251	628	-	363
252	278	+	239
253	276	-	233
254	1945	+	55
255	275	-	161
256	3289	+	5
257	274	-	255
258	272	-	321
259	2640	-	37
260	293	+	239
261	292	+	247
262	290	+	271
263	288	-	273
264	398	-	263
265	297	+	244
266	1885	+	55
267	296	-	269
268	1108	-	239
269	380	-	379
270	3910	+	1
271	379	+	213
272	376	-	299
273	376	-	301
274	3422	+	5
275	893	-	191
276	892	+	237
277	375	-	167
278	374	+	231
279	3027	+	13
280	371	+	251
281	370	-	319
282	333	+	225
283	334	-	233
284	218	+	201
285	217	-	245
286	329	+	247
287	483	-	241
288	330	+	211
289	331	+	247
290	332	-	205
291	312	+	249
292	307	-	249
293	306	-	175
294	3211	-	11
295	383	+	288
296	383	+	289
297	382	+	215
298	381	+	217
299	380	-	411
300	344	-	195
301	343	-	245
302	354	-	235
303	351	-	231
304	350	+	189
305	341	+	181
306	342	-	221
307	356	+	273
308	339	+	213
309	338	-	203
310	530	+	221
311	2977	-	13
312	529	+	205
313	524	-	247
314	523	-	259
315	3937	-	1
316	523	-	261
317	486	-	225
318	337	-	241
319	662	+	273
320	1441	+	71
321	335	-	221
322	314	-	265
323	315	+	233
324	316	+	305
325	317	+	223
326	318	-	203
327	320	-	247
328	321	-	195
329	322	+	239
330	323	-	225
331	324	+	219
332	325	+	241
333	3223	-	9
334	358	+	253
335	327	+	203
336	63	+	205
337	62	-	219
338	61	+	239
339	46	-	217
340	48	-	241
341	53	+	237
342	51	+	231
343	326	-	195
344	216	-	191
345	2353	-	31
346	4220	+	1
347	313	-	231
348	309	+	333
349	362	+	259
350	851	-	253
351	1019	-	177
352	445	+	219
353	444	-	177
354	443	+	239
355	384	+	213
356	303	+	239
357	406	-	205
358	402	+	207
359	400	+	177
360	1372	+	117
361	234	+	221
362	235	+	239
363	14	+	238
364	271	+	231
365	272	+	323
366	294	+	219
367	1226	-	125
368	1042	+	99
369	396	-	237
370	388	-	208
371	387	-	233
372	2805	-	23
373	405	+	203
374	403	+	173
375	386	-	223
376	360	+	231
377	359	-	261
378	357	+	395
379	357	+	397
380	2414	-	27
381	1485	-	95
382	348	+	237
383	347	+	415
384	347	+	489
385	397	-	223
386	1216	+	129
387	417	-	213
388	419	+	247
389	345	-	235
390	1351	+	117
391	421	-	247
392	423	+	247
393	424	+	235
394	425	+	241
395	426	+	247
396	427	+	227
397	428	-	333
398	431	-	173
399	433	-	231
400	434	-	221
401	1440	+	89
402	461	+	249
403	462	-	209
404	464	-	302
405	467	+	343
406	1911	-	55
407	467	+	345
408	468	-	223
409	1198	-	141
410	1994	-	45
411	440	-	233
412	439	-	239
413	986	-	169
414	1668	-	47
415	438	-	308
416	438	-	309
417	438	-	269
418	437	-	236
419	437	-	237
420	451	+	249
421	1087	-	167
422	454	-	273
423	232	-	221
424	1086	+	193
425	1063	+	189
426	470	+	267
427	469	+	245
428	2745	-	23
429	1025	-	171
430	346	+	225
431	446	+	293
432	446	+	295
433	447	-	239
434	448	+	239
435	2074	+	33
436	449	+	279
437	450	+	241
438	451	+	251
439	521	+	185
440	436	+	264
441	727	+	297
442	727	+	299
443	718	-	247
444	2576	-	23
445	515	+	391
446	515	+	393
447	514	+	331
448	514	+	398
449	514	+	399
450	512	-	261
451	616	-	269
452	435	+	229
453	724	-	193
454	723	+	263
455	720	+	309
456	720	+	311
457	720	+	313
458	719	+	255
459	516	-	233
460	517	+	221
461	552	+	243
462	551	-	239
463	482	+	237
464	548	+	199
465	547	+	229
466	546	+	241
467	545	+	281
468	544	-	207
469	803	+	155
470	543	-	269
471	460	-	275
472	1935	+	55
473	1285	+	167
474	612	-	255
475	612	-	257
476	614	-	239
477	4	+	247
478	5	-	243
479	6	-	233
480	7	+	241
481	8	-	217
482	842	-	227
483	3696	+	1
484	485	+	235
485	415	-	249
486	522	-	187
487	520	-	231
488	1388	-	115
489	1359	-	115
490	519	-	191
491	518	-	185
492	553	+	303
493	553	+	277
494	554	+	207
495	555	+	275
496	556	-	223
497	558	+	231
498	619	-	239
499	617	+	305
500	511	+	237
501	510	-	229
502	561	+	195
503	559	-	245
504	531	-	355
505	531	-	357
506	535	-	239
507	536	+	247
508	1715	-	57
509	538	+	239
510	539	+	209
511	540	+	217
512	1134	-	185
513	1578	-	57
514	542	-	215
515	2094	-	29
516	563	+	221
517	1039	-	189
518	589	-	187
519	588	-	223
520	587	+	237
521	584	+	243
522	583	-	239
523	582	+	197
524	581	-	343
525	581	-	345
526	577	-	245
527	565	-	209
528	473	+	283
529	4146	+	1
530	459	+	163
531	1367	-	99
532	1076	-	188
533	618	+	171
534	647	-	273
535	636	+	211
536	773	+	259
537	1324	-	125
538	414	+	219
539	579	+	251
540	570	+	201
541	571	-	235
542	572	+	279
543	574	+	173
544	576	+	237
545	569	+	251
546	2279	-	29
547	710	+	219
548	1000	+	239
549	997	-	233
550	978	+	203
551	3320	-	5
552	979	-	237
553	13	+	209
554	17	+	251
555	18	-	237
556	644	+	392
557	2293	-	29
558	550	+	223
559	567	+	221
560	1812	-	55
561	818	+	209
562	94	+	143
563	56	+	183
564	57	-	201
565	474	-	229
566	230	+	235
567	229	-	265
568	229	-	263
569	477	-	241
570	75	+	246
571	478	+	183
572	480	+	331
573	1455	-	103
574	481	-	212
575	481	-	213
576	562	+	409
577	649	+	199
578	664	-	237
579	663	-	231
580	962	-	243
581	650	+	243
582	591	-	235
583	1125	+	215
584	1125	+	213
585	637	-	209
586	1777	+	63
587	776	-	213
588	774	+	359
589	774	+	357
590	1591	-	63
591	3627	-	3
592	412	-	305
593	412	-	307
594	410	-	219
595	407	-	141
596	564	-	239
597	638	+	275
598	3928	+	1
599	630	-	207
600	632	+	197
601	633	-	265
602	634	-	241
603	832	+	211
604	390	+	209
605	203	-	243
606	220	+	219
607	221	+	285
608	132	-	219
609	395	-	235
610	145	-	255
611	204	-	173
612	210	-	209
613	211	+	251
614	635	-	437
615	635	-	439
616	737	-	237
617	645	-	215
618	1398	-	89
619	643	-	255
620	627	-	209
621	626	-	191
622	625	+	239
623	623	+	203
624	668	+	221
625	674	-	227
626	673	+	245
627	652	-	241
628	698	-	225
629	699	-	195
630	672	+	205
631	733	-	285
632	676	+	217
633	4209	+	1
634	243	-	139
635	1467	-	71
636	1151	+	187
637	678	+	219
638	679	+	235
639	680	-	269
640	681	-	179
641	816	+	295
642	814	+	239
643	264	+	207
644	265	-	241
645	762	-	173
646	760	-	157
647	758	-	257
648	756	-	275
649	993	-	213
650	1196	+	135
651	610	-	263
652	609	+	205
653	1215	+	123
654	662	-	275
655	661	+	209
656	657	+	195
657	656	+	295
658	593	-	239
659	651	-	311
660	66	+	245
661	697	-	241
662	696	+	239
663	1174	+	193
664	694	+	235
665	691	-	153
666	622	+	185
667	4147	-	1
668	621	-	241
669	620	+	233
670	690	-	271
671	655	-	297
672	655	-	299
673	604	-	225
674	596	+	193
675	1463	+	63
676	683	+	245
677	682	-	235
678	2307	-	31
679	594	+	285
680	3925	-	1
681	603	-	225
682	642	-	239
683	640	-	239
684	639	+	225
685	629	-	259
686	1492	-	85
687	628	-	365
688	601	+	253
689	598	-	245
690	3077	-	11
691	684	-	377
692	990	+	215
693	991	-	239
694	1175	-	189
695	992	+	245
696	2556	+	27
697	3251	-	9
698	689	+	219
699	959	-	163
700	989	-	227
701	685	-	189
702	686	+	211
703	687	-	209
704	700	-	199
705	671	-	143
706	670	+	199
707	599	+	205
708	688	+	227
709	2786	+	23
710	701	+	243
711	703	+	219
712	1413	+	95
713	968	+	235
714	969	-	207
715	1040	-	293
716	471	-	243
717	472	+	223
718	1109	+	197
719	704	+	243
720	705	-	275
721	706	+	503
722	706	+	507
723	707	+	225
724	401	+	215
725	401	+	217
726	709	-	219
727	708	-	229
728	1043	-	161
729	798	-	181
730	726	-	255
731	717	+	203
732	714	-	243
733	712	-	275
734	2360	+	34
735	795	-	183
736	725	+	225
737	1365	+	115
738	729	+	227
739	729	+	229
740	735	+	157
741	744	-	241
742	743	-	223
743	742	-	235
744	739	-	429
745	738	-	191
746	736	+	175
747	2266	-	29
748	745	-	205
749	746	-	161
750	747	+	239
751	809	+	235
752	808	+	331
753	807	+	279
754	757	+	231
755	755	+	201
756	754	+	277
757	752	-	269
758	750	+	233
759	749	-	219
760	1047	+	193
761	748	-	305
762	748	-	307
763	810	-	417
764	147	-	241
765	791	+	203
766	790	-	447
767	408	-	241
768	790	-	449
769	209	+	235
770	870	+	195
771	794	+	237
772	505	+	189
773	3751	-	1
774	503	+	233
775	502	-	251
776	502	-	253
777	490	-	189
778	2393	-	29
779	840	+	225
780	782	-	233
781	780	-	251
782	778	+	219
783	788	+	241
784	207	-	219
785	1999	+	65
786	1999	+	67
787	793	-	203
788	783	+	245
789	784	-	187
790	787	+	225
791	777	+	193
792	772	-	271
793	453	-	231
794	452	+	229
795	999	+	249
796	1194	-	87
797	1090	-	185
798	822	-	245
799	2137	+	31
800	819	-	403
801	819	-	432
802	819	-	433
803	847	+	167
804	2797	-	23
805	769	+	233
806	768	+	297
807	2326	-	29
808	463	+	221
809	765	+	257
810	764	-	239
811	806	-	261
812	806	-	263
813	805	-	231
814	804	-	219
815	838	-	217
816	802	-	245
817	399	+	385
818	1035	+	205
819	300	+	201
820	302	+	217
821	285	-	209
822	283	+	241
823	298	-	241
824	839	+	239
825	823	+	207
826	848	+	207
827	848	+	209
828	1537	-	61
829	849	+	205
830	819	+	407
831	721	-	203
832	837	+	217
833	836	-	239
834	834	+	219
835	833	+	225
836	831	-	185
837	1105	+	165
838	830	+	213
839	3703	+	2
840	829	-	241
841	827	+	249
842	844	+	265
843	845	+	399
844	1405	+	73
845	3927	-	1
846	1354	+	99
847	845	+	401
848	846	+	219
849	138	+	193
850	1143	-	153
851	3254	+	9
852	135	+	235
853	134	-	385
854	134	-	387
855	841	+	247
856	825	-	369
857	825	-	367
858	824	-	470
859	824	-	471
860	824	+	421
861	1048	+	163
862	817	+	345
863	1347	+	77
864	800	-	199
865	137	+	239
866	801	+	315
867	801	+	317
868	852	-	245
869	851	+	255
870	1041	-	169
871	799	-	179
872	850	-	227
873	994	-	243
874	1058	+	267
875	863	+	213
876	864	-	219
877	866	-	233
878	867	+	271
879	868	-	209
880	1058	+	269
881	995	+	383
882	871	-	259
883	873	+	253
884	875	-	280
885	853	-	235
886	1062	+	207
887	861	-	207
888	1242	+	125
889	869	+	251
890	860	-	219
891	858	+	407
892	858	-	409
893	857	+	257
894	876	+	265
895	877	+	229
896	878	-	235
897	880	+	253
898	881	-	209
899	882	+	243
900	883	-	253
901	1275	+	123
902	885	-	221
903	1010	+	185
904	886	+	167
905	887	-	239
906	888	+	199
907	889	-	193
908	890	-	237
909	896	-	215
910	897	-	201
911	898	+	237
912	899	+	259
913	900	-	195
914	1318	-	179
915	901	-	237
916	740	-	233
917	902	-	273
918	903	+	257
919	2283	+	31
920	905	-	239
921	906	-	227
922	607	+	253
923	369	+	259
924	912	-	239
925	942	+	223
926	3941	+	1
927	941	-	181
928	1053	-	235
929	940	-	286
930	1190	+	169
931	1432	-	87
932	1403	-	87
933	205	-	384
934	3544	+	5
935	789	+	193
936	422	+	197
937	856	+	231
938	1089	-	199
939	919	+	235
940	920	+	227
941	921	+	235
942	3812	+	1
943	922	-	267
944	928	-	273
945	3323	+	5
946	855	+	515
947	943	-	247
948	913	+	219
949	924	-	235
950	925	+	215
951	914	+	229
952	915	+	235
953	916	+	243
954	855	-	513
955	855	-	511
956	945	-	241
957	946	-	211
958	1234	+	121
959	911	-	327
960	910	+	239
961	909	-	229
962	908	+	325
963	908	+	323
964	528	+	301
965	527	-	243
966	527	-	241
967	526	+	247
968	911	-	329
969	950	+	249
970	2988	+	13
971	951	-	223
972	1208	+	131
973	952	-	237
974	957	-	199
975	958	+	237
976	606	+	217
977	605	+	239
978	255	-	253
979	254	+	277
980	254	+	275
981	253	-	313
982	608	-	221
983	252	-	225
984	3106	+	11
985	935	+	283
986	2362	+	29
987	934	+	255
988	933	-	413
989	933	-	411
990	929	+	247
991	206	+	231
992	257	-	243
993	256	-	219
994	653	-	215
995	665	+	205
996	964	-	239
997	1101	+	141
998	966	+	233
999	1040	-	295
1000	1995	-	59
1001	970	-	189
1002	971	-	235
1003	972	+	195
1004	1370	-	101
1005	974	+	327
1006	231	+	243
1007	974	+	329
1008	975	-	237
1009	247	-	237
1010	246	+	281
1011	176	+	221
1012	175	+	215
1013	3685	-	1
1014	174	+	215
1015	173	-	281
1016	534	+	263
1017	172	-	249
1018	976	-	239
1019	1579	-	61
1020	977	+	183
1021	996	+	237
1022	1111	-	209
1023	1937	+	77
1024	3419	-	5
1025	1937	+	79
1026	1352	-	113
1027	988	+	233
1028	987	-	235
1029	985	-	215
1030	984	-	217
1031	983	+	221
1032	1934	-	53
1033	982	-	199
1034	9	-	427
