POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
289	283	+	168
290	282	-	160
291	280	-	168
292	276	-	168
293	274	-	180
294	269	-	208
295	1015	-	128
296	268	+	168
297	260	-	170
298	259	+	166
299	1166	-	144
300	263	+	174
301	262	-	172
302	261	-	98
303	256	-	166
304	255	-	180
305	254	+	176
306	253	-	216
307	252	-	156
308	251	-	168
309	2235	-	16
310	248	+	172
311	246	+	206
312	243	-	104
313	242	+	148
314	706	-	334
315	314	-	234
316	365	-	182
317	350	-	144
318	351	+	164
319	354	+	168
320	356	+	196
321	333	-	160
322	130	+	80
323	129	-	130
324	1316	+	54
325	128	+	140
326	126	+	168
327	1176	-	120
328	125	-	154
329	370	+	222
330	371	-	180
331	372	-	138
332	374	-	160
333	892	-	166
334	376	+	204
335	1325	+	40
336	377	+	132
337	342	+	158
338	364	-	160
339	366	+	100
340	368	+	174
341	919	-	166
342	1722	-	24
343	369	+	188
344	331	-	168
345	329	-	174
346	326	+	136
347	327	-	138
348	325	-	170
349	324	-	166
350	323	+	208
351	322	-	170
352	320	+	176
353	382	+	154
354	380	-	258
355	378	+	118
356	345	+	168
357	344	-	140
358	343	-	172
359	413	-	142
360	2543	-	6
361	2913	+	1
362	414	+	158
363	467	-	228
364	465	+	132
365	462	+	150
366	3257	-	1
367	422	+	146
368	421	+	176
369	421	+	178
370	397	-	170
371	346	+	156
372	347	-	292
373	348	-	170
374	357	-	288
375	455	-	164
376	1086	+	130
377	1109	-	134
378	472	-	168
379	469	-	225
380	469	-	224
381	2568	-	6
382	470	-	178
383	420	-	176
384	1108	+	168
385	360	+	162
386	359	-	178
387	358	-	186
388	357	+	290
389	1488	-	38
390	454	+	188
391	493	+	166
392	501	+	200
393	1659	-	22
394	500	-	174
395	499	-	158
396	437	+	154
397	425	-	194
398	424	-	166
399	423	-	174
400	863	+	162
401	56	-	138
402	502	-	172
403	2130	+	14
404	450	-	172
405	449	-	168
406	448	-	170
407	447	+	166
408	446	-	216
409	439	-	166
410	438	-	176
411	440	+	154
412	1025	-	124
413	427	+	160
414	498	+	96
415	492	+	146
416	490	+	134
417	744	-	174
418	489	+	184
419	658	+	124
420	488	-	170
421	487	+	140
422	313	+	164
423	3066	+	1
424	2577	+	6
425	486	+	156
426	485	-	188
427	485	-	189
428	484	+	166
429	482	+	166
430	3183	-	1
431	1202	+	44
432	480	-	232
433	478	-	130
434	461	+	174
435	57	-	138
436	2849	-	2
437	1341	+	54
438	793	+	144
439	474	-	164
440	460	-	198
441	1468	+	38
442	1306	-	40
443	75	-	168
444	477	+	168
445	476	-	158
446	411	-	158
447	412	+	264
448	2262	-	14
449	457	-	150
450	473	-	208
451	818	+	152
452	503	-	168
453	505	-	130
454	506	-	132
455	946	+	150
456	945	+	170
457	944	+	64
458	507	+	172
459	508	-	178
460	509	-	144
461	3344	-	1
462	517	+	156
463	519	+	130
464	520	+	168
465	521	+	138
466	2862	+	1
467	524	+	174
468	525	+	174
469	1455	+	70
470	525	+	176
471	526	-	186
472	527	+	170
473	180	+	158
474	117	-	180
475	528	-	214
476	528	-	216
477	530	-	160
478	558	-	160
479	1381	-	44
480	557	+	120
481	556	+	160
482	545	+	200
483	543	-	190
484	543	-	192
485	540	-	148
486	538	+	172
487	536	-	176
488	535	+	166
489	532	-	176
490	531	+	242
491	559	+	174
492	560	+	156
493	620	+	156
494	2415	-	6
495	562	+	282
496	562	+	328
497	562	+	286
498	649	+	134
499	1854	-	22
500	1582	-	22
501	650	+	170
502	592	+	158
503	591	-	170
504	564	+	172
505	1936	+	16
506	578	+	130
507	579	+	170
508	2400	+	6
509	576	-	170
510	573	-	154
511	272	-	224
512	567	+	158
513	565	+	148
514	572	+	200
515	694	+	176
516	690	+	196
517	689	-	164
518	572	+	202
519	710	-	156
520	569	-	178
521	570	+	142
522	571	-	170
523	577	+	174
524	581	+	226
525	140	-	172
526	146	+	209
527	582	-	136
528	583	+	170
529	585	+	134
530	646	-	166
531	737	-	168
532	644	-	220
533	644	-	222
534	644	-	224
535	641	-	162
536	640	-	168
537	639	+	156
538	638	-	188
539	1017	-	58
540	637	+	156
541	1125	-	128
542	636	-	150
543	635	+	298
544	622	-	136
545	623	-	158
546	625	-	172
547	627	+	144
548	628	+	254
549	629	+	186
550	236	-	94
551	632	+	144
552	633	-	174
553	634	-	168
554	2980	+	1
555	596	-	134
556	604	+	158
557	605	-	170
558	606	-	164
559	1375	-	40
560	153	+	153
561	152	+	168
562	662	-	176
563	661	+	146
564	612	-	168
565	1823	-	26
566	1	+	140
567	616	-	192
568	614	+	166
569	617	-	170
570	617	-	168
571	2316	-	12
572	619	+	174
573	993	+	160
574	992	-	174
575	2821	+	2
576	1175	+	126
577	991	+	168
578	990	-	162
579	989	+	162
580	621	+	170
581	597	+	122
582	598	+	176
583	599	+	142
584	601	-	182
585	602	+	140
586	1376	-	44
587	643	-	182
588	642	-	166
589	1506	+	36
590	603	+	156
591	594	-	206
592	651	-	224
593	1222	+	42
594	652	+	168
595	653	+	160
596	654	-	136
597	663	+	162
598	664	+	172
599	665	-	144
600	673	-	178
601	1834	-	20
602	666	-	106
603	669	-	126
604	669	-	128
605	670	-	152
606	672	+	144
607	2495	-	6
608	2777	-	6
609	161	-	168
610	162	-	218
611	188	-	176
612	676	+	166
613	678	+	168
614	679	+	162
615	680	-	192
616	680	-	194
617	2561	+	6
618	682	+	168
619	688	+	160
620	1397	+	40
621	2252	+	16
622	277	-	162
623	705	+	194
624	704	-	170
625	703	-	166
626	702	-	174
627	2146	+	16
628	278	-	168
629	700	-	142
630	696	-	170
631	697	+	170
632	698	-	162
633	695	-	148
634	1174	+	114
635	684	-	262
636	712	-	198
637	712	-	196
638	1318	-	112
639	2082	+	18
640	711	+	166
641	706	-	336
642	1262	+	40
643	279	-	170
644	701	+	172
645	714	+	172
646	715	+	98
647	726	+	180
648	1011	+	142
649	797	-	162
650	647	+	188
651	1076	+	118
652	563	+	164
653	1039	-	126
654	588	-	160
655	587	+	168
656	796	+	148
657	725	+	176
658	723	+	180
659	722	-	154
660	720	+	210
661	719	+	190
662	3033	+	1
663	610	-	180
664	609	+	146
665	607	-	180
666	718	+	174
667	727	-	206
668	728	-	104
669	2102	-	16
670	731	+	144
671	732	-	148
672	733	-	236
673	736	-	124
674	739	+	296
675	739	+	298
676	781	+	154
677	780	-	164
678	779	-	248
679	779	-	250
680	778	+	154
681	788	+	172
682	789	-	132
683	205	+	230
684	386	-	158
685	758	-	182
686	756	-	198
687	764	+	170
688	765	-	182
689	463	-	158
690	767	+	138
691	768	-	230
692	769	-	156
693	998	-	118
694	1090	+	124
695	999	-	164
696	771	-	100
697	452	-	162
698	453	+	164
699	772	+	213
700	773	+	182
701	775	-	162
702	808	+	204
703	807	+	224
704	806	-	182
705	805	-	168
706	776	+	152
707	787	-	170
708	783	-	215
709	2806	+	2
710	782	-	166
711	781	+	156
712	741	-	162
713	741	-	160
714	742	+	166
715	743	+	152
716	750	-	168
717	752	+	192
718	754	-	202
719	755	-	136
720	1217	-	44
721	757	-	164
722	762	-	120
723	761	+	156
724	396	-	166
725	389	+	184
726	387	-	168
727	209	-	168
728	790	+	312
729	408	+	168
730	1247	-	40
731	1041	-	124
732	799	-	124
733	800	-	156
734	802	-	172
735	683	-	172
736	803	-	110
737	804	+	166
738	51	-	166
739	808	-	206
740	809	-	164
741	810	-	288
742	812	+	208
743	3400	-	1
744	812	+	210
745	813	-	124
746	265	+	170
747	264	-	148
748	1396	-	40
749	814	-	166
750	815	+	164
751	817	-	246
752	823	+	140
753	822	-	170
754	821	-	102
755	820	-	166
756	745	+	140
757	137	-	172
758	1067	-	56
759	3350	+	1
760	759	-	102
761	138	-	132
762	819	+	266
763	747	-	170
764	1255	-	44
765	748	+	206
766	1477	+	42
767	1047	-	130
768	136	+	166
769	135	+	168
770	134	-	264
771	133	-	178
772	824	+	308
773	825	+	248
774	826	-	124
775	827	-	180
776	829	+	184
777	830	-	162
778	1004	+	130
779	1045	+	82
780	522	+	140
781	523	+	174
782	834	-	158
783	2835	+	2
784	836	+	172
785	837	-	152
786	554	-	144
787	553	-	172
788	1028	+	106
789	552	+	172
790	2667	+	6
791	549	-	168
792	548	+	140
793	547	+	162
794	546	+	174
795	838	+	156
796	839	+	170
797	901	-	168
798	740	-	164
799	2238	+	16
800	1212	-	40
801	902	-	182
802	1342	+	92
803	903	+	236
804	905	+	172
805	908	-	216
806	850	+	168
807	655	-	210
808	851	-	156
809	852	+	170
810	1446	-	36
811	910	-	168
812	911	+	212
813	912	-	170
814	2878	+	2
815	913	+	164
816	914	+	164
817	915	+	166
818	916	+	170
819	942	-	158
820	2533	-	6
821	551	+	207
822	537	+	120
823	906	-	166
824	943	+	180
825	1449	+	38
826	932	+	108
827	931	+	122
828	1013	-	86
829	816	-	206
830	898	+	168
831	929	+	174
832	856	+	166
833	1089	-	132
834	855	-	395
835	855	-	354
836	3358	+	1
837	928	+	170
838	927	+	94
839	2270	-	16
840	926	-	152
841	2696	+	6
842	925	-	152
843	924	+	166
844	922	+	182
845	921	-	166
846	920	-	160
847	867	-	188
848	1831	+	20
849	675	-	82
850	674	-	162
851	294	-	158
852	293	+	166
853	292	+	174
854	865	-	120
855	864	+	198
856	860	-	160
857	859	+	142
858	316	+	230
859	435	+	172
860	2173	-	16
861	317	+	160
862	318	-	140
863	383	-	190
864	384	-	164
865	1019	+	122
866	362	-	178
867	858	-	290
868	2657	+	6
869	858	-	292
870	857	+	174
871	876	+	186
872	877	+	160
873	1131	-	118
874	30	+	206
875	3028	+	1
876	1368	+	52
877	878	-	170
878	879	-	174
879	880	+	172
880	1515	+	32
881	881	+	159
882	1360	-	40
883	884	-	124
884	885	-	156
885	1010	+	126
886	417	-	158
887	418	-	172
888	886	+	120
889	887	-	170
890	142	-	178
891	890	-	168
892	891	-	92
893	895	+	162
894	1588	-	22
895	896	-	162
896	3249	-	1
897	897	-	140
898	899	+	184
899	841	+	172
900	842	+	160
901	842	+	162
902	843	-	68
903	844	+	182
904	845	+	282
905	846	+	158
906	151	-	166
907	656	-	208
908	656	-	210
909	154	+	140
910	849	+	142
911	870	-	130
912	871	-	174
913	854	-	244
914	854	-	245
915	1608	-	24
916	853	-	166
917	869	+	180
918	868	+	146
919	918	-	142
920	1053	+	146
921	1053	+	148
922	941	+	126
923	917	-	158
924	363	-	138
925	513	+	140
926	2080	-	16
927	958	+	168
928	959	+	112
929	1297	-	40
930	960	-	164
931	3081	+	1
932	961	+	160
933	962	-	166
934	963	+	96
935	964	-	168
936	952	+	166
937	950	-	174
938	949	-	122
939	947	-	100
940	1613	-	22
941	933	-	284
942	985	-	158
943	933	-	286
944	935	+	198
945	935	+	196
946	2470	-	6
947	934	+	182
948	934	+	180
949	939	+	168
950	514	-	220
951	515	-	274
952	515	-	276
953	516	-	168
954	965	+	160
955	966	+	168
956	1687	-	22
957	969	-	146
958	1040	-	184
959	2204	+	28
960	971	-	168
961	973	+	249
962	976	-	164
963	978	+	143
964	979	-	166
965	1683	+	20
966	1803	-	22
967	3244	+	1
968	188	-	178
969	980	-	168
970	981	-	168
971	982	+	134
972	2613	-	6
973	983	-	170
974	984	+	154
975	1146	-	42
976	510	+	164
977	511	-	168
978	988	-	168
979	1928	-	20
980	994	-	174
981	995	+	276
982	995	+	278
983	1111	+	138
984	996	-	168
985	367	+	201
986	997	+	170
987	1000	-	168
