POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
448	647	+	138
449	543	+	142
450	546	-	134
451	2298	-	4
452	547	-	120
453	552	-	126
454	553	+	132
455	556	+	232
456	574	+	217
457	556	+	233
458	2498	+	2
459	619	-	203
460	617	+	129
461	1244	-	48
462	4	+	142
463	5	-	132
464	6	-	126
465	7	+	210
466	3852	+	1
467	8	-	132
468	415	-	132
469	522	-	110
470	1388	-	44
471	1359	-	44
472	519	-	96
473	518	-	104
474	517	-	120
475	2040	+	8
476	516	+	128
477	515	+	214
478	514	+	164
479	512	-	140
480	511	+	166
481	511	+	167
482	510	-	136
483	559	-	132
484	531	-	176
485	2776	+	1
486	531	-	178
487	532	+	132
488	1004	+	96
489	833	-	132
490	4072	-	1
491	834	-	124
492	836	+	132
493	2045	+	10
494	2422	-	2
495	2159	+	8
496	837	-	132
497	536	+	132
498	1715	-	20
499	4362	-	1
500	538	+	338
501	538	+	362
502	538	+	363
503	539	+	118
504	540	+	114
505	924	+	126
506	925	+	120
507	926	+	289
508	973	-	154
509	1370	+	46
510	2553	-	1
511	541	-	96
512	542	-	318
513	542	-	319
514	1367	+	42
515	499	+	124
516	500	+	134
517	411	-	128
518	501	-	152
519	481	+	96
520	57	+	104
521	57	+	102
522	459	-	236
523	459	-	237
524	4955	+	1
525	473	-	152
526	818	+	120
527	56	+	196
528	497	+	130
529	493	+	130
530	2324	+	3
531	490	+	110
532	483	-	128
533	1041	-	88
534	776	+	122
535	1125	-	90
536	591	+	130
537	592	-	128
538	650	-	128
539	4398	+	1
540	649	-	98
541	562	-	222
542	509	+	114
543	1035	-	110
544	508	+	363
545	507	-	130
546	505	+	96
547	503	+	130
548	502	-	130
549	482	-	349
550	482	-	348
551	812	+	156
552	4125	-	1
553	799	+	96
554	775	+	124
555	774	+	180
556	774	+	182
557	1591	-	24
558	773	-	132
559	618	-	86
560	1076	+	90
561	487	-	143
562	488	+	128
563	660	+	132
564	583	-	128
565	582	+	102
566	581	-	170
567	5177	-	1
568	581	-	456
569	577	-	134
570	572	+	154
571	576	+	128
572	569	+	130
573	710	+	126
574	644	+	160
575	550	+	211
576	567	+	124
577	563	-	294
578	563	-	295
579	903	+	134
580	905	+	128
581	906	-	134
582	909	+	128
583	910	-	128
584	484	+	130
585	584	-	116
586	585	+	100
587	587	-	128
588	588	+	130
589	589	+	98
590	401	+	120
591	1039	+	90
592	1812	-	18
593	565	+	110
594	571	+	132
595	1248	-	37
596	570	-	108
597	579	-	130
598	564	-	226
599	639	-	124
600	634	-	128
601	5172	-	1
602	635	-	651
603	645	-	120
604	1398	-	36
605	643	-	132
606	642	-	126
607	641	-	134
608	640	-	128
609	1429	-	38
610	1492	-	32
611	229	-	132
612	476	+	130
613	4010	+	1
614	477	-	126
615	52	-	118
616	628	-	184
617	628	-	186
618	627	-	110
619	625	+	132
620	989	-	124
621	990	+	132
622	991	-	128
623	1175	-	92
624	992	+	132
625	993	-	120
626	4634	-	1
627	1196	+	64
628	610	-	132
629	607	-	309
630	1215	+	52
631	2717	-	1
632	651	+	172
633	680	+	142
634	678	-	128
635	1151	-	96
636	2152	-	6
637	2954	+	1
638	118	-	140
639	676	-	124
640	733	+	258
641	672	-	142
642	2382	-	2
643	671	-	72
644	670	+	118
645	599	+	108
646	668	+	128
647	674	-	130
648	718	-	130
649	75	+	130
650	719	-	150
651	664	+	130
652	665	-	110
653	663	-	122
654	662	-	246
655	661	+	116
656	657	+	98
657	460	-	345
658	656	+	156
659	691	+	78
660	692	+	104
661	2597	-	1
662	4961	+	1
663	1338	-	40
664	235	+	130
665	697	+	130
666	66	-	132
667	684	-	200
668	1853	-	60
669	685	-	104
670	686	+	106
671	687	-	282
672	687	-	283
673	474	-	130
674	231	-	126
675	478	+	106
676	700	-	204
677	699	+	106
678	698	+	124
679	601	-	138
680	602	+	102
681	603	+	126
682	594	-	160
683	1233	+	50
684	682	+	126
685	683	-	132
686	1463	-	24
687	596	-	106
688	154	-	106
689	153	+	100
690	604	+	220
691	655	+	150
692	633	-	445
693	655	+	152
694	690	+	150
695	620	-	126
696	621	+	128
697	966	-	126
698	614	+	227
699	612	+	130
700	4743	+	1
701	530	+	130
702	529	+	110
703	528	+	275
704	527	-	130
705	622	-	102
706	689	+	124
707	2838	+	1
708	2058	-	8
709	4797	-	1
710	4426	+	1
711	688	+	223
712	701	+	232
713	702	+	134
714	2030	+	8
715	1981	+	8
716	703	+	299
717	1413	+	140
718	704	+	130
719	739	+	218
720	739	+	220
721	344	+	259
722	750	-	126
723	752	+	252
724	1048	-	105
725	841	+	128
726	711	-	128
727	1011	-	100
728	717	+	112
729	714	-	132
730	1025	-	90
731	446	+	182
732	450	-	132
733	449	-	126
734	447	+	126
735	451	+	132
736	727	-	152
737	436	-	134
738	724	+	100
739	4840	-	1
740	435	-	132
741	412	-	404
742	412	-	405
743	412	-	156
744	410	-	122
745	407	-	70
746	425	-	128
747	424	-	126
748	186	+	124
749	712	-	154
750	797	-	118
751	795	-	98
752	946	+	120
753	945	+	128
754	729	+	118
755	709	+	259
756	707	-	233
757	706	-	246
758	705	+	350
759	738	-	108
760	18	+	128
761	736	+	96
762	1596	+	20
763	735	-	190
764	731	-	116
765	729	-	120
766	825	-	184
767	825	-	419
768	824	-	236
769	133	+	138
770	2111	+	37
771	453	-	128
772	452	+	209
773	999	+	215
774	999	+	214
775	1194	-	36
776	1090	-	90
777	769	+	124
778	47	+	132
779	46	+	124
780	61	-	199
781	61	-	198
782	695	+	333
783	64	-	162
784	802	+	132
785	801	-	201
786	801	-	200
787	801	-	156
788	137	-	134
789	1935	+	82
790	160	-	138
791	159	+	112
792	112	+	146
793	787	-	128
794	784	+	277
795	722	-	116
796	720	+	152
797	720	+	154
798	719	+	148
799	727	-	150
800	783	-	132
801	793	+	110
802	794	+	136
803	794	+	134
804	782	-	126
805	780	-	124
806	779	-	192
807	778	+	122
808	788	+	128
809	207	-	286
810	207	-	287
811	208	-	106
812	209	-	130
813	790	+	234
814	408	+	124
815	790	+	232
816	91	+	130
817	791	-	118
818	810	+	220
819	810	+	218
820	611	+	100
821	3045	-	1
822	809	+	134
823	808	+	144
824	807	+	158
825	757	+	124
826	755	+	102
827	3452	-	1
828	754	+	154
829	817	+	182
830	817	+	533
831	3850	-	1
832	816	+	160
833	815	-	212
834	814	+	126
835	264	+	112
836	265	-	130
837	340	-	110
838	341	+	104
839	1347	+	36
840	800	-	118
841	772	-	283
842	134	+	194
843	134	+	196
844	135	-	132
845	1143	+	74
846	138	-	98
847	829	-	140
848	827	+	140
849	4464	+	1
850	842	+	122
851	2824	-	2
852	844	+	132
853	1354	+	42
854	5037	+	1
855	845	+	220
856	846	+	124
857	830	-	122
858	1105	-	88
859	831	+	98
860	819	+	194
861	819	+	192
862	819	+	190
863	820	+	128
864	2276	-	2
865	721	-	153
866	2073	-	6
867	822	+	130
868	823	-	106
869	839	-	130
870	838	-	122
871	849	+	108
872	1047	+	96
873	4501	-	1
874	748	-	162
875	748	-	160
876	3391	-	1
877	747	-	130
878	745	+	237
879	744	-	134
880	742	-	126
881	852	-	126
882	850	-	269
883	1089	-	98
884	890	-	128
885	894	+	120
886	895	+	126
887	896	-	120
888	1010	-	92
889	885	+	122
890	1365	-	44
891	725	-	312
892	1275	-	52
893	883	+	136
894	861	+	222
895	1062	-	96
896	1058	+	120
897	3035	+	1
898	995	+	204
899	871	-	134
900	873	+	134
901	2290	+	4
902	875	-	132
903	854	-	168
904	853	-	217
905	221	-	174
906	1242	+	50
907	869	+	130
908	867	-	142
909	864	+	122
910	863	-	122
911	4029	-	1
912	1058	-	122
913	994	+	132
914	897	-	112
915	898	+	126
916	899	+	375
917	900	-	116
918	900	-	118
919	1318	-	74
920	1318	-	76
921	740	-	134
922	1237	+	62
923	964	+	128
924	282	+	255
925	1656	+	18
926	2496	-	4
927	911	+	154
928	948	+	104
929	1234	-	50
930	943	-	347
931	913	+	124
932	914	+	130
933	915	+	265
934	205	-	172
935	789	+	98
936	856	+	128
937	266	-	90
938	260	-	128
939	855	-	264
940	855	-	262
941	855	-	260
942	855	-	468
943	2641	-	1
944	918	-	108
945	916	-	128
946	1403	+	34
947	1040	+	124
948	1040	+	126
949	968	-	132
950	967	-	172
951	525	-	130
952	524	-	132
953	523	+	128
954	523	+	126
955	1101	-	70
956	965	-	308
957	1178	+	140
958	1178	+	142
959	845	+	218
960	1405	+	36
961	92	-	124
962	2103	-	6
963	962	+	126
964	961	-	126
965	960	+	130
966	5093	+	1
967	958	-	130
968	950	-	134
969	911	+	156
970	912	-	130
971	942	+	201
972	941	-	227
973	940	-	277
974	1190	+	84
975	1432	-	119
976	257	-	130
977	2689	+	1
978	256	-	124
979	255	-	173
980	254	+	138
981	254	+	140
982	253	-	301
983	4898	+	1
984	252	-	126
985	939	-	126
986	937	+	74
987	936	+	114
988	934	+	170
989	933	-	208
990	933	-	210
991	929	+	134
992	206	+	142
993	970	-	218
994	971	-	285
995	972	+	276
996	919	+	126
997	901	+	247
998	920	+	120
999	920	+	122
1000	2829	-	5
1001	921	+	126
1002	974	+	166
1003	632	-	120
1004	630	+	118
1005	629	-	144
1006	974	+	168
1007	975	-	134
1008	3332	+	1
1009	176	+	340
1010	175	+	112
1011	2	+	156
1012	62	+	114
1013	63	-	108
1014	923	-	45
1015	489	+	144
1016	658	+	100
1017	1000	+	128
1018	997	-	326
1019	997	-	327
1020	978	+	104
1021	979	-	122
1022	980	-	128
1023	981	-	128
1024	982	+	100
1025	1934	+	18
1026	983	-	126
1027	984	+	316
1028	985	+	224
1029	985	+	225
1030	1261	+	48
1031	987	+	122
1032	732	-	149
1033	988	-	128
1034	995	+	206
1035	1352	+	58
1036	1937	-	18
1037	1111	+	96
1038	996	-	312
1039	977	-	98
1040	976	+	124
1041	172	+	134
